epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,2.1529493242431035,0.3956556351643353,1.9920995954338832,0.48600508905852413,0.5398934114035205,0.4135140156895827,0.4139867069569544
2,1.600061954959022,0.5439554190833618,1.263399389040596,0.6481279534714649,0.6903574911352369,0.5852239528041422,0.589428797557543
3,1.3819937578012793,0.6002501990219493,1.1147643114297618,0.6775717920756088,0.7223996076384368,0.635714689296183,0.6408986606899386
4,1.2151510588995063,0.6472193790515183,0.9355248080695847,0.7339149400218102,0.7482072306284265,0.692095670523437,0.6969553141158975
5,1.1060995423561963,0.6778118958262254,0.8182341625683094,0.7582697201017812,0.7770599488873172,0.717296107314626,0.7207556466842902
